canonical_smiles,pIC50,split
CP(C)(=O)c1ccc(-c2cccn3nc(N(CCS(C)(=O)=O)c4cccc(C5CCN(CCS(C)(=O)=O)CC5)c4)nc23)cc1,7.02,train
CP(C)(=O)c1ccc(-c2cccn3nc(Nc4cccc(C5CCN(CCS(C)(=O)=O)CC5)c4)nc23)cc1,6.78,train
CS(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,8.3,val
CS(=N)(=O)c1ccc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C=O)CC4(F)F)c(C#N)c3)n2)cc1,6.66,train
CS(=N)(=O)c1ccc(Nc2nn(C3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,6.01,val
CS(=O)(=O)C1CCN(Cc2ccc(-c3cc4c5c(cnc4[nH]3)NC(=O)N(C3CCC(C(=O)O)CC3)C5)cc2)CC1,6.52,train
CS(=O)(=O)C1CCN(Cc2ccc(-c3cc4c5c(cnc4[nH]3)NC(=O)N(Cc3cccnc3)C5)cc2)CC1,6.52,train
CS(=O)(=O)C1CN(C(=O)[C@@H]2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@H](C#N)C2)C1,7.72,train
CS(=O)(=O)C1CN(C(=O)[C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,7.31,train
CS(=O)(=O)C1CN(Cc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,6.3,test
CS(=O)(=O)C1CN(c2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,4.17,train
CS(=O)(=O)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,7.66,train
CS(=O)(=O)CCN1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,9.34,train
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5Cl)cccn4n3)cc2CC1,7.77,train
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,7.61,val
CS(=O)(=O)CCNC1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)[C@@H](C#N)C1,8.4,train
CS(=O)(=O)CCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,8.11,train
CS(=O)(=O)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.6899999999999995,train
CS(=O)(=O)N(CCO)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc(N)c1C(=N)C(N)=O,7.83,train
CS(=O)(=O)N(CCO)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12,7.83,train
CS(=O)(=O)N(CCO)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]nc(C(N)=O)c12,7.38,train
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)C1,9.38,val
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3cc(-c4cc[nH]n4)cc4ncccc34)cn2)C1,6.47,train
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3cc(-c4ccc(=O)[nH]c4)cc4ncccc34)nn2)C1,5.59,val
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3cc(-c4cn[nH]c4)cc4ncccc34)cn2)C1,6.28,train
CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,9.39,val
CS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.44,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)C1,5.7,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3cc(-c4ccc(=O)[nH]c4)cc4ncccc34)n2)C1,5.27,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3cc(-c4cn[nH]c4)cc4ncccc34)n2)C1,5.6,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4c[nH]c5cccnc45)cc4ncccc34)n2)C1,5.25,test
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4c[nH]c5nccc-5c4)cc4ncccc34)n2)C1,6.07,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4c[nH]c5ncccc45)cc4ncccc34)n2)C1,6.94,test
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4c[nH]nc4N)cc4ncccc34)n2)C1,7.34,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(=O)[nH]c4)cc4ncccc34)n2)C1,6.88,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(F)cc4O)cc4ncccc34)n2)C1,6.25,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(N)nc4)cc4ncccc34)n2)C1,6.36,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(N)nc4N)cc4ncccc34)n2)C1,6.35,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(O)c(F)c4)cc4ncccc34)n2)C1,6.49,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(O)cc4)cc4ncccc34)n2)C1,6.69,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc(S(N)(=O)=O)nc4)cc4ncccc34)n2)C1,6.36,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccc5nccn5c4)cc4ncccc34)n2)C1,6.26,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cccc(O)n4)cc4ncccc34)n2)C1,6.43,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccccc4O)cc4ncccc34)n2)C1,6.93,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cccnc4N)cc4ncccc34)n2)C1,6.03,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccn(C5COC5)n4)cc4ncccc34)n2)C1,5.83,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccn5ccnc5c4)cc4ncccc34)n2)C1,6.53,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccn[nH]4)cc4ncccc34)n2)C1,6.33,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4ccnc(O)c4)cc4ncccc34)n2)C1,6.21,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cn[nH]c4)cc4ncccc34)n2)C1,6.35,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc(N)c(N)c4)cc4ncccc34)n2)C1,6.0,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc(N)nc4)cc4ncccc34)n2)C1,5.05,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc5[nH]c(=O)[nH]c5c4)cc4ncccc34)n2)C1,6.62,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc5c(c4)NCCN5)cc4ncccc34)n2)C1,6.4,test
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc5cn[nH]c5c4)cc4ncccc34)n2)C1,6.14,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc5nccn5c4)cc4ncccc34)n2)C1,5.03,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cncc(N)c4)cc4ncccc34)n2)C1,5.78,val
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnco4)cc4ncccc34)n2)C1,5.75,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(C(CO)CCl)c4)cc4ncccc34)n2)C1,7.2,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(C(F)(F)F)c4)cc4ncccc34)n2)C1,5.38,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(C5COC5)c4)cc4ncccc34)n2)C1,7.0,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(CC5(O)COC5)c4)cc4ncccc34)n2)C1,6.64,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(CC5COC5)c4)cc4ncccc34)n2)C1,7.16,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn(CCO)c4)cc4ncccc34)n2)C1,6.79,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn([C@@H]5CCOC5)c4)cc4ncccc34)n2)C1,7.17,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn([C@H]5CCOC5)c4)cc4ncccc34)n2)C1,7.27,train
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn5ccccc45)cc4ncccc34)n2)C1,6.43,test
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn5cccnc45)cc4ncccc34)n2)C1,5.18,test
CS(=O)(=O)N1CC(CC#N)(n2cnc(-c3cc(-c4ccc(=O)[nH]c4)cc4ncccc34)n2)C1,5.14,val
CS(=O)(=O)N1CC(CC#N)(n2cnc(-c3cc(-c4ccn[nH]4)cc4ncccc34)n2)C1,5.17,train
CS(=O)(=O)N1CC(CC#N)(n2cnc(-c3cc(-c4cn[nH]c4)cc4ncccc34)n2)C1,5.5,train
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4c[nH]c(=O)[nH]c4=O)cc4ncccc34)n2)C1,5.21,train
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4c[nH]c5nccc-5c4)cc4ncccc34)n2)C1,5.26,train
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cc(O)cc(F)c4)cc4ncccc34)n2)C1,5.19,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)C1,6.62,train
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(=O)[nH]c4)cc4ncccc34)n2)C1,6.01,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(F)c(CO)c4)cc4ncccc34)n2)C1,6.02,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(N)nc4)cc4ncccc34)n2)C1,6.08,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(O)c(F)c4)cc4ncccc34)n2)C1,5.93,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc(O)cc4)cc4ncccc34)n2)C1,6.21,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4ccc5c(c4)C(=O)NC5)cc4ncccc34)n2)C1,5.57,train
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(C(N)=O)c4)cc4ncccc34)n2)C1,6.04,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(CN)c4)cc4ncccc34)n2)C1,5.765000000000001,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(CO)c4)cc4ncccc34)n2)C1,5.95,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(CO)c4F)cc4ncccc34)n2)C1,5.25,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cccc(O)c4)cc4ncccc34)n2)C1,5.71,val
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cn[nH]c4)cc4ncccc34)n2)C1,6.41,train
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3nc(-c4cc[nH]n4)cc4ncccc34)n2)C1,7.05,train
CS(=O)(=O)N1CC(CC(=O)NCC(F)(F)F)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,7.46,val
CS(=O)(=O)N1CC(CC(=O)NCC(F)(F)F)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,7.46,val
CS(=O)(=O)N1CC(CC(N)=O)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,7.46,val
CS(=O)(=O)N1CC(c2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)C1,6.93,train
CS(=O)(=O)N1CCC(CC#N)(n2cc(-c3c[nH]c4ncccc34)cn2)CC1,7.46,test
CS(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,8.52,train
CS(=O)(=O)N1CCC(N2CC(CC#N)(n3cc(-c4c(C#N)cnc5[nH]ccc45)cn3)C2)CC1,7.71,train
CS(=O)(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,7.71,train
CS(=O)(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,7.9,train
CS(=O)(=O)N1CCC(N2CC(CC#N)(n3ccc(-c4ncnc5[nH]ccc45)c3)C2)CC1,7.71,train
CS(=O)(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1,6.63,train
CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1,6.41,train
CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,7.615,train
CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cncc(F)c4)nc23)CC1,7.62,train
CS(=O)(=O)N1CCC(Nc2c(-c3cn[nH]c3)cnc3[nH]ccc23)CC1,7.82,train
CS(=O)(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,6.72,train
CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,6.85,val
CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.32,train
CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.68,train
CS(=O)(=O)N1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.53,train
CS(=O)(=O)N1CCC[C@@H](n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,7.09,val
CS(=O)(=O)N1CCC[C@H](NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.0,train
CS(=O)(=O)N1CCC[C@H](Nc2[nH]c(=O)ncc2-c2cnc3[nH]ccc3n2)C1,8.39,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,9.21,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,9.88,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,8.65,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,10.31,val
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,9.95,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,10.66,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,9.76,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,8.49,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,9.59,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CC[C@@H](O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,8.245000000000001,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(N3CC[C@H](O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,9.77,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,9.84,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,9.78,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,10.18,train
CS(=O)(=O)N1CCC[C@H](Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,9.2,train
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,9.91,train
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,10.42,train
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,10.4,train
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,8.59,train
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,9.07,train
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,8.91,train
CS(=O)(=O)N1CCC[C@H](Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,8.94,train
CS(=O)(=O)N1CCC[C@H](Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,8.24,train
CS(=O)(=O)N1CCC[C@H](n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,6.07,val
CS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,8.49,test
CS(=O)(=O)N1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,6.46,train
CS(=O)(=O)N1CC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.53,train
CS(=O)(=O)N1CC[C@@H](O)[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.7,train
CS(=O)(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,6.76,train
CS(=O)(=O)N1CC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,10.97,train
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,7.37,train
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(OCCN5CCCC5)cc4)n3)cc2C1,5.9,val
CS(=O)(=O)N1CCc2oc(-c3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3F)cc2C1,7.26,val
CS(=O)(=O)N1C[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C[C@H](C(F)(F)F)C1,9.26,train
CS(=O)(=O)N1Cc2cccc(-c3ccc4cnc(Nc5ccc(C6CCN(CC(N)=O)CC6)cc5)nn34)c2C1,7.8,train
CS(=O)(=O)NC(=O)C1CC[C@@](CC#N)(n2nc(Nc3ccc(Cl)cc3)c3c(=O)[nH]ccc32)CO1,7.63,val
CS(=O)(=O)NC(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1,5.63,train
CS(=O)(=O)NCCNC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,8.48,train
CS(=O)(=O)NC[C@H]1CC[C@H](N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,8.31,val
CS(=O)(=O)NC[C@H]1CC[C@H](N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,7.92,train
CS(=O)(=O)NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.92,train
CS(=O)(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@@H]1C[C@H]2CC[C@@H]1C2,6.72,train
CS(=O)(=O)N[C@@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,7.92,train
CS(=O)(=O)N[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,8.1,train
CS(=O)(=O)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@@H](C#N)C1,7.85,train
CS(=O)(=O)N[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1,8.3,train
CS(=O)(=O)Nc1cc(-c2ccc(O)cc2)cc2[nH]ncc12,7.7,train
CS(=O)(=O)Nc1ccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nc1,7.215,val
CS(=O)(=O)Nc1ccc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)cc1,7.525,val
CS(=O)(=O)Nc1ccc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1,6.83,val
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCC(O)CC4)cc3)n2)cc1,7.8,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,7.96,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,8.05,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,8.7,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCC(=O)NO)CC4)cc3)n2)cc1,9.0,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCC(=O)NO)CC4)cc3)n2)cc1,9.0,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCC(=O)NO)CC4)cc3)n2)cc1,8.52,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCCC(=O)NO)CC4)cc3)n2)cc1,8.7,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCCCC(=O)NO)CC4)cc3)n2)cc1,8.7,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,7.75,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NO)CC4)cc3)n2)cc1,9.0,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(/C=C/C(=O)NO)cc5)CC4)cc3)n2)cc1,8.1,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,8.7,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccccc5N)CC4)cc3)n2)cc1,8.7,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(CCc5ccc(/C=C/CC(=O)NO)cc5)CC4)cc3)n2)cc1,8.1,test
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1,8.22,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,8.4,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCC(O)CC4)c3)n2)cc1,7.92,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCCC4)c3)n2)cc1,8.22,train
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1,8.1,train
CS(=O)(=O)Nc1cccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)n1,6.744999999999999,val
CS(=O)(=O)Nc1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1,8.44,train
CS(=O)(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,4.73,test
CS(=O)(=O)Nc1cccc2[nH]ncc12,4.89,train
CS(=O)(=O)Nc1ccnc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCN(C(=O)CC#N)C2)c1,6.26,train
CS(=O)(=O)Nc1cncc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)c1,5.17,val
CS(=O)(=O)OC1CN(c2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)C1,4.28,train
CS(=O)(=O)c1c(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)cccc1-c1cnn(C2CCOCC2)c1,5.26,train
CS(=O)(=O)c1cc(Nc2nn(C3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1Cl,5.13,val
CS(=O)(=O)c1ccc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)nc1,6.965,val
CS(=O)(=O)c1ccc(-c2cc3cnc4[nH]ccc4c3n2-c2cnn(CCC#N)c2)cc1,7.21,test
CS(=O)(=O)c1ccc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)cn1,6.845000000000001,val
CS(=O)(=O)c1ccc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1,6.32,val
CS(=O)(=O)c1ccc(-c2ccc(-c3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,7.52,test
CS(=O)(=O)c1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cc1,8.6,train
CS(=O)(=O)c1ccc(-c2ccc3nc(Nc4ccc(N5CCOCC5)cc4)nn3c2)cc1,5.0,train
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(CN5CCOCC5)cc4)nn23)cc1,8.96,train
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(CN5CCS(=O)(=O)CC5)cc4)nn23)cc1,9.18,train
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(N5CCOCC5)cc4)nn23)cc1,9.15,val
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nn23)cc1,8.68,train
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(CN5CCOCC5)c4)nn23)cc1,9.02,train
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(CN5CCS(=O)(=O)CC5)c4)nn23)cc1,9.26,train
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4cccc(S(C)(=O)=O)c4)nn23)cc1,8.03,train
CS(=O)(=O)c1ccc(-c2cccn3nc(N)nc23)cc1,7.33,train
